site_name,population_id,county_fips,admit_year,hospitalizations,deaths,mortality_pct,missing_county_hospitalizations
UCMC,all_icu_adult,01003,2019,2,2,1.0,42
UCMC,all_icu_adult,01003,2021,0,2,,65
UCMC,all_icu_adult,01059,2019,1,0,0.0,40
UCMC,all_icu_adult,01059,2020,2,3,1.5,42
UCMC,all_icu_adult,01073,2019,3,0,0.0,39
UCMC,all_icu_adult,01073,2023,2,0,0.0,60
UCMC,all_icu_adult,01077,2018,0,2,,43
UCMC,all_icu_adult,01081,2021,0,2,,64
UCMC,all_icu_adult,01083,2023,0,0,,64
UCMC,all_icu_adult,01089,2020,1,0,0.0,48
UCMC,all_icu_adult,01089,2021,3,2,0.6666666666666666,59
UCMC,all_icu_adult,01089,2022,4,0,0.0,63
UCMC,all_icu_adult,01097,2019,1,0,0.0,41
UCMC,all_icu_adult,01097,2020,0,2,,45
UCMC,all_icu_adult,01117,2022,4,0,0.0,64
UCMC,all_icu_adult,01123,2024,2,2,1.0,85
UCMC,all_icu_adult,02020,2019,0,0,,43
UCMC,all_icu_adult,02020,2021,3,0,0.0,60
UCMC,all_icu_adult,02020,2022,0,3,,62
UCMC,all_icu_adult,02020,2024,4,2,0.5,86
UCMC,all_icu_adult,02122,2024,0,0,,85
UCMC,all_icu_adult,02170,2022,0,4,,64
UCMC,all_icu_adult,02170,2023,0,0,,63
UCMC,all_icu_adult,02170,2024,0,0,,85
UCMC,all_icu_adult,04003,2023,3,0,0.0,61
UCMC,all_icu_adult,04013,2018,2,0,0.0,46
UCMC,all_icu_adult,04013,2019,4,0,0.0,40
UCMC,all_icu_adult,04013,2020,5,0,0.0,45
UCMC,all_icu_adult,04013,2021,2,0,0.0,62
UCMC,all_icu_adult,04013,2022,2,0,0.0,66
UCMC,all_icu_adult,04013,2023,7,1,0.14285714285714285,65
UCMC,all_icu_adult,04013,2024,2,2,1.0,82
UCMC,all_icu_adult,04015,2021,3,0,0.0,65
UCMC,all_icu_adult,04019,2020,4,1,0.25,43
UCMC,all_icu_adult,04021,2018,2,2,1.0,46
UCMC,all_icu_adult,04021,2021,0,3,,60
UCMC,all_icu_adult,05003,2019,0,0,,42
UCMC,all_icu_adult,05005,2023,3,0,0.0,62
UCMC,all_icu_adult,05005,2024,0,2,,84
UCMC,all_icu_adult,05023,2018,0,0,,48
UCMC,all_icu_adult,05041,2023,0,2,,62
UCMC,all_icu_adult,05045,2024,0,0,,87
UCMC,all_icu_adult,05067,2018,2,0,0.0,48
UCMC,all_icu_adult,05109,2023,3,0,0.0,60
UCMC,all_icu_adult,05119,2024,1,0,0.0,82
UCMC,all_icu_adult,05123,2018,0,0,,43
UCMC,all_icu_adult,05123,2019,3,0,0.0,37
UCMC,all_icu_adult,05125,2019,0,0,,41
UCMC,all_icu_adult,05131,2023,0,1,,61
UCMC,all_icu_adult,05143,2019,3,1,0.3333333333333333,39
UCMC,all_icu_adult,06001,2020,0,1,,44
UCMC,all_icu_adult,06001,2021,3,0,0.0,60
UCMC,all_icu_adult,06001,2022,1,0,0.0,61
UCMC,all_icu_adult,06001,2023,0,0,,61
UCMC,all_icu_adult,06001,2024,4,2,0.5,87
UCMC,all_icu_adult,06013,2021,0,3,,64
UCMC,all_icu_adult,06013,2024,3,0,0.0,86
UCMC,all_icu_adult,06019,2022,2,1,0.5,61
UCMC,all_icu_adult,06025,2023,0,0,,63
UCMC,all_icu_adult,06037,2018,1,1,1.0,44
UCMC,all_icu_adult,06037,2020,1,0,0.0,47
UCMC,all_icu_adult,06037,2021,2,2,1.0,59
UCMC,all_icu_adult,06037,2022,3,0,0.0,65
UCMC,all_icu_adult,06037,2023,3,0,0.0,63
UCMC,all_icu_adult,06037,2024,1,0,0.0,82
UCMC,all_icu_adult,06041,2023,0,3,,63
UCMC,all_icu_adult,06047,2019,1,0,0.0,38
UCMC,all_icu_adult,06059,2018,2,0,0.0,45
UCMC,all_icu_adult,06059,2022,3,0,0.0,64
UCMC,all_icu_adult,06059,2024,2,1,0.5,88
UCMC,all_icu_adult,06065,2019,0,1,,42
UCMC,all_icu_adult,06065,2022,0,0,,62
UCMC,all_icu_adult,06067,2018,3,3,1.0,44
UCMC,all_icu_adult,06067,2021,0,2,,59
UCMC,all_icu_adult,06067,2024,0,0,,87
UCMC,all_icu_adult,06071,2018,1,3,3.0,43
UCMC,all_icu_adult,06073,2021,0,2,,64
UCMC,all_icu_adult,06073,2022,2,0,0.0,64
UCMC,all_icu_adult,06075,2019,0,3,,41
UCMC,all_icu_adult,06079,2020,0,1,,43
UCMC,all_icu_adult,06081,2020,2,0,0.0,46
UCMC,all_icu_adult,06081,2021,2,0,0.0,62
UCMC,all_icu_adult,06083,2020,4,2,0.5,48
UCMC,all_icu_adult,06089,2018,1,3,3.0,45
UCMC,all_icu_adult,06089,2023,2,1,0.5,60
UCMC,all_icu_adult,06089,2024,0,0,,87
UCMC,all_icu_adult,06097,2021,4,0,0.0,65
UCMC,all_icu_adult,06107,2022,0,3,,62
UCMC,all_icu_adult,08013,2018,1,3,3.0,46
