site_name,population_id,county_fips,admit_year,hospitalizations,deaths,mortality_pct,missing_county_hospitalizations
UCMC,cardiac_arrest_poa_icu,05041,2023,1,3,3.0,3
UCMC,cardiac_arrest_poa_icu,12035,2019,0,3,,5
UCMC,cardiac_arrest_poa_icu,12086,2024,1,0,0.0,1
UCMC,cardiac_arrest_poa_icu,13097,2020,2,4,2.0,1
UCMC,cardiac_arrest_poa_icu,13121,2023,3,0,0.0,0
UCMC,cardiac_arrest_poa_icu,13135,2020,1,0,0.0,1
UCMC,cardiac_arrest_poa_icu,17007,2024,0,2,,0
UCMC,cardiac_arrest_poa_icu,17019,2019,0,3,,4
UCMC,cardiac_arrest_poa_icu,17019,2024,0,0,,2
UCMC,cardiac_arrest_poa_icu,17031,2018,122,84,0.6885245901639344,5
UCMC,cardiac_arrest_poa_icu,17031,2019,153,96,0.6274509803921569,0
UCMC,cardiac_arrest_poa_icu,17031,2020,184,121,0.657608695652174,3
UCMC,cardiac_arrest_poa_icu,17031,2021,221,143,0.6470588235294118,5
UCMC,cardiac_arrest_poa_icu,17031,2022,223,156,0.6995515695067265,3
UCMC,cardiac_arrest_poa_icu,17031,2023,226,134,0.5929203539823009,1
UCMC,cardiac_arrest_poa_icu,17031,2024,204,121,0.5931372549019608,1
UCMC,cardiac_arrest_poa_icu,17043,2018,0,0,,5
UCMC,cardiac_arrest_poa_icu,17043,2019,4,0,0.0,0
UCMC,cardiac_arrest_poa_icu,17043,2020,0,4,,2
UCMC,cardiac_arrest_poa_icu,17043,2022,6,5,0.8333333333333334,4
UCMC,cardiac_arrest_poa_icu,17043,2023,0,0,,1
UCMC,cardiac_arrest_poa_icu,17043,2024,2,5,2.5,1
UCMC,cardiac_arrest_poa_icu,17075,2018,0,0,,2
UCMC,cardiac_arrest_poa_icu,17077,2024,0,0,,1
UCMC,cardiac_arrest_poa_icu,17089,2019,3,0,0.0,0
UCMC,cardiac_arrest_poa_icu,17089,2024,0,0,,1
UCMC,cardiac_arrest_poa_icu,17091,2018,4,0,0.0,2
UCMC,cardiac_arrest_poa_icu,17091,2021,0,0,,4
UCMC,cardiac_arrest_poa_icu,17091,2022,2,0,0.0,3
UCMC,cardiac_arrest_poa_icu,17091,2023,0,0,,3
UCMC,cardiac_arrest_poa_icu,17091,2024,2,2,1.0,3
UCMC,cardiac_arrest_poa_icu,17097,2021,1,4,4.0,1
UCMC,cardiac_arrest_poa_icu,17097,2022,3,0,0.0,6
UCMC,cardiac_arrest_poa_icu,17097,2023,4,1,0.25,0
UCMC,cardiac_arrest_poa_icu,17097,2024,3,3,1.0,1
UCMC,cardiac_arrest_poa_icu,17105,2023,0,3,,0
UCMC,cardiac_arrest_poa_icu,17107,2020,0,0,,6
