site_name,population_id,county_fips,admit_year,hospitalizations,deaths,mortality_pct,missing_county_hospitalizations
UCMC,cardiac_arrest_poa_icu,05041,2023,0,0,,4
UCMC,cardiac_arrest_poa_icu,12035,2019,2,0,0.0,4
UCMC,cardiac_arrest_poa_icu,12086,2024,0,0,,0
UCMC,cardiac_arrest_poa_icu,13097,2020,1,2,2.0,6
UCMC,cardiac_arrest_poa_icu,13121,2023,2,1,0.5,2
UCMC,cardiac_arrest_poa_icu,13135,2020,0,1,,4
UCMC,cardiac_arrest_poa_icu,17007,2024,0,0,,0
UCMC,cardiac_arrest_poa_icu,17019,2019,0,3,,2
UCMC,cardiac_arrest_poa_icu,17019,2024,3,0,0.0,4
UCMC,cardiac_arrest_poa_icu,17031,2018,119,83,0.6974789915966386,2
UCMC,cardiac_arrest_poa_icu,17031,2019,152,96,0.631578947368421,5
UCMC,cardiac_arrest_poa_icu,17031,2020,182,124,0.6813186813186813,7
UCMC,cardiac_arrest_poa_icu,17031,2021,222,143,0.6441441441441441,6
UCMC,cardiac_arrest_poa_icu,17031,2022,222,156,0.7027027027027027,5
UCMC,cardiac_arrest_poa_icu,17031,2023,224,135,0.6026785714285714,4
UCMC,cardiac_arrest_poa_icu,17031,2024,204,120,0.5882352941176471,3
UCMC,cardiac_arrest_poa_icu,17043,2018,3,0,0.0,2
UCMC,cardiac_arrest_poa_icu,17043,2019,0,2,,5
UCMC,cardiac_arrest_poa_icu,17043,2020,3,2,0.6666666666666666,3
UCMC,cardiac_arrest_poa_icu,17043,2022,2,0,0.0,3
UCMC,cardiac_arrest_poa_icu,17043,2023,0,4,,0
UCMC,cardiac_arrest_poa_icu,17043,2024,6,0,0.0,4
UCMC,cardiac_arrest_poa_icu,17075,2018,3,0,0.0,5
UCMC,cardiac_arrest_poa_icu,17077,2024,4,0,0.0,0
UCMC,cardiac_arrest_poa_icu,17089,2019,0,4,,4
UCMC,cardiac_arrest_poa_icu,17089,2024,4,2,0.5,0
UCMC,cardiac_arrest_poa_icu,17091,2018,3,0,0.0,5
UCMC,cardiac_arrest_poa_icu,17091,2021,1,3,3.0,7
UCMC,cardiac_arrest_poa_icu,17091,2022,0,2,,0
UCMC,cardiac_arrest_poa_icu,17091,2023,0,0,,4
UCMC,cardiac_arrest_poa_icu,17091,2024,3,4,1.3333333333333333,2
UCMC,cardiac_arrest_poa_icu,17097,2021,4,3,0.75,1
