site_name,population_id,county_fips,admit_year,age_band,sex_group,hospitalizations,deaths,mortality_pct
UCMC,cardiac_arrest_poa_icu,05041,2023,40-64,Female,42,42,
UCMC,cardiac_arrest_poa_icu,12035,2019,40-64,Female,101,101,
UCMC,cardiac_arrest_poa_icu,12086,2024,18-39,Male,76,75,
UCMC,cardiac_arrest_poa_icu,13097,2020,18-39,Female,34,34,
UCMC,cardiac_arrest_poa_icu,13121,2023,75+,Female,50,50,
UCMC,cardiac_arrest_poa_icu,13135,2020,18-39,Female,65,65,
UCMC,cardiac_arrest_poa_icu,17007,2024,40-64,Male,49,48,
UCMC,cardiac_arrest_poa_icu,17019,2019,40-64,Male,34,34,
UCMC,cardiac_arrest_poa_icu,17019,2024,40-64,Female,53,53,
UCMC,cardiac_arrest_poa_icu,17031,2018,18-39,Female,23,22,
UCMC,cardiac_arrest_poa_icu,17031,2018,18-39,Male,48,47,
UCMC,cardiac_arrest_poa_icu,17031,2018,40-64,Female,72,64,
UCMC,cardiac_arrest_poa_icu,17031,2018,40-64,Male,111,101,
UCMC,cardiac_arrest_poa_icu,17031,2018,65-74,Female,93,89,
UCMC,cardiac_arrest_poa_icu,17031,2018,65-74,Male,82,76,
UCMC,cardiac_arrest_poa_icu,17031,2018,75+,Female,73,68,
UCMC,cardiac_arrest_poa_icu,17031,2018,75+,Male,67,65,
UCMC,cardiac_arrest_poa_icu,17031,2019,18-39,Female,105,104,
UCMC,cardiac_arrest_poa_icu,17031,2019,18-39,Male,87,81,
UCMC,cardiac_arrest_poa_icu,17031,2019,40-64,Female,80,73,
UCMC,cardiac_arrest_poa_icu,17031,2019,40-64,Male,61,37,
UCMC,cardiac_arrest_poa_icu,17031,2019,65-74,Female,100,96,
UCMC,cardiac_arrest_poa_icu,17031,2019,65-74,Male,34,27,
UCMC,cardiac_arrest_poa_icu,17031,2019,75+,Female,52,49,
UCMC,cardiac_arrest_poa_icu,17031,2019,75+,Male,69,64,
UCMC,cardiac_arrest_poa_icu,17031,2020,18-39,Female,94,89,
UCMC,cardiac_arrest_poa_icu,17031,2020,18-39,Male,67,62,
UCMC,cardiac_arrest_poa_icu,17031,2020,40-64,Female,113,101,
UCMC,cardiac_arrest_poa_icu,17031,2020,40-64,Male,102,84,
UCMC,cardiac_arrest_poa_icu,17031,2020,65-74,Female,103,101,
UCMC,cardiac_arrest_poa_icu,17031,2020,65-74,Male,51,45,
UCMC,cardiac_arrest_poa_icu,17031,2020,75+,Female,82,73,
UCMC,cardiac_arrest_poa_icu,17031,2020,75+,Male,104,101,
UCMC,cardiac_arrest_poa_icu,17031,2021,18-39,Female,45,45,
UCMC,cardiac_arrest_poa_icu,17031,2021,18-39,Male,114,108,
UCMC,cardiac_arrest_poa_icu,17031,2021,40-64,Female,115,96,
UCMC,cardiac_arrest_poa_icu,17031,2021,40-64,Male,117,90,
UCMC,cardiac_arrest_poa_icu,17031,2021,65-74,Female,36,31,
UCMC,cardiac_arrest_poa_icu,17031,2021,65-74,Male,78,66,
UCMC,cardiac_arrest_poa_icu,17031,2021,75+,Female,103,97,
UCMC,cardiac_arrest_poa_icu,17031,2021,75+,Male,93,92,
UCMC,cardiac_arrest_poa_icu,17031,2022,18-39,Female,102,95,
UCMC,cardiac_arrest_poa_icu,17031,2022,18-39,Male,63,60,
UCMC,cardiac_arrest_poa_icu,17031,2022,40-64,Female,76,64,
UCMC,cardiac_arrest_poa_icu,17031,2022,40-64,Male,121,92,
UCMC,cardiac_arrest_poa_icu,17031,2022,65-74,Female,85,80,
UCMC,cardiac_arrest_poa_icu,17031,2022,65-74,Male,37,30,
UCMC,cardiac_arrest_poa_icu,17031,2022,75+,Female,90,85,
UCMC,cardiac_arrest_poa_icu,17031,2022,75+,Male,63,61,
UCMC,cardiac_arrest_poa_icu,17031,2023,18-39,Female,23,20,
UCMC,cardiac_arrest_poa_icu,17031,2023,18-39,Male,103,98,
UCMC,cardiac_arrest_poa_icu,17031,2023,40-64,Female,58,39,
UCMC,cardiac_arrest_poa_icu,17031,2023,40-64,Male,127,101,
UCMC,cardiac_arrest_poa_icu,17031,2023,65-74,Female,123,116,
